
10 TEXT:CLS:PAPER0:INK6
20 DIM C(35,25)
30 FOR Y=1TO22:S$=""
40 FOR X=1TO32
50 READ P:C(X,Y)=P
60 S$=S$+STR$(P)
70 NEXT X:PRINT S$
80 NEXT Y
90 PRINT">> SAUVEGARDE DU TABLEAU: 4HIGHGAR"
100 REM STORE C,"4HIGHGAR",S
110 O1=#A000
120 FOR Y=0TO25
130 FOR X=0TO35
140 POKE O1, C(X,Y)
150 O1 = O1 + 1
160 NEXT X
170 NEXT Y
180 SAVEO "4HIGHGAR.BIN",A#A000,EO1

200 REM Legende: 1.bloc 2.Porte simple
210 REM Portes Speciales
220 REM 3.Loras 4.Margery 5.Prison 6.Coffres

1000 DATA  1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0
1001 DATA  1,99, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0,44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,31, 1, 0, 0, 0, 0
1002 DATA  1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0
1003 DATA  1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0,27, 0, 1, 0,28, 0, 1, 0, 0, 1, 0, 0, 0,23, 1, 1, 0, 0, 1, 0, 0
1004 DATA  1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0
1005 DATA  1, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0,46, 0, 1, 0,47, 0, 1, 0, 0, 0, 5,33, 0, 0, 2, 0, 0, 1, 0, 0, 1
1006 DATA  1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 6, 1, 1, 1, 6, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1
1007 DATA  1, 0, 1, 0, 1,24, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1,21, 1, 0, 1
1008 DATA  1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0,48, 1, 0, 1
1009 DATA  1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1
1010 DATA  1,39, 2, 0, 0, 0, 2,32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 2, 0, 0, 1,45, 1
1011 DATA  1, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,40, 1, 1, 1, 1, 1, 0, 2, 0, 0, 1, 0, 1
1012 DATA  1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1
1013 DATA  1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1
1014 DATA  1, 0, 1, 0, 1,25, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1,26, 1, 0, 1, 0, 1
1015 DATA  1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 4, 1, 1, 1, 3, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1,49, 0, 1, 1, 0, 1
1016 DATA  1, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 5, 0,38, 0, 2, 0, 0, 1, 0, 0, 1
1017 DATA  0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0,34, 0, 1, 0,35, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0
1018 DATA  0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 8, 0, 0, 1, 7, 0, 0, 1, 0, 0, 1,22,50, 0, 0, 1, 1, 0, 0, 1, 0, 0
1019 DATA  0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0
1020 DATA  0, 0, 0, 0, 1, 0,36, 0, 0, 0, 0, 0, 0, 0, 0,43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,37, 1, 0, 0, 0, 0
1021 DATA  0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0
