
10 TEXT:CLS:PAPER0:INK6
20 DIM C(35,25)
30 FOR Y=1TO22:S$=""
40 FOR X=1TO32
50 READ P:C(X,Y)=P
60 S$=S$+STR$(P)
70 NEXT X:PRINT S$
80 NEXT Y
90 PRINT">> SAUVEGARDE DU TABLEAU: 9WINTER"
100 REM STORE C,"9WINTER",S
110 O1=#A000
120 FOR Y=0TO25
130 FOR X=0TO35
140 POKE O1, C(X,Y)
150 O1 = O1 + 1
160 NEXT X
170 NEXT Y
180 SAVEO "9WINTER.BIN",A#A000,EO1

200 REM Legende: 0.Case vide  1.bloc  2.Porte simple
210 REM Portes Speciales: 3.Ned  4.Luwin  5.Prison 6.Nord
220 REM rencontres avec les personnages: 7.Starck  8.Luwin 
250 REM 51: Jon SNOW 52: acces au Nord du mur et fin du jeu
270 REM 99: escalier vers le village

1000 DATA  1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1001 DATA  1,99, 0, 0, 0, 0, 0, 0, 0,31, 1, 0, 0, 0, 0,41, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0,24, 1, 0,52,28, 1
1002 DATA  1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0,32, 1, 1, 1, 1, 4, 1, 0, 5, 0, 0, 1,49, 5, 0, 0, 1, 0, 0, 0, 1
1003 DATA  1, 0, 1, 0, 0,33, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1
1004 DATA  1, 0, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0,22, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1
1005 DATA  1,34, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0,43,23, 1, 0, 0, 1, 0, 5, 0, 0, 1, 0, 5,46, 0, 1, 1, 1, 6, 1
1006 DATA  1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0,44, 1,26, 8, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1
1007 DATA  1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1
1008 DATA  1, 0, 1, 1, 2, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 5, 0, 0, 1, 0, 5, 0, 0, 1, 0, 1, 0, 1
1009 DATA  1, 0, 1, 0, 0, 1,47, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1
1010 DATA  1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1,39, 0, 0, 0, 0,45, 0, 0, 0, 0, 0, 0,40, 1
1011 DATA  1, 0, 1, 1, 1, 2, 1, 1, 3, 1, 0, 0, 0, 0, 1, 1, 2, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1
1012 DATA  1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0,37, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 5, 0, 0, 1, 0, 1, 0, 1
1013 DATA  1,35, 1, 0, 0, 0, 0, 1, 0, 0, 0,36, 7,25, 1, 0, 0, 6, 0, 5, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1
1014 DATA  1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1
1015 DATA  1,48, 0, 0, 0, 0, 0,42, 0, 0, 2, 0, 0, 0, 0, 0,21, 1, 0, 1, 0, 0, 1, 0, 5, 0, 0, 1, 1, 1, 2, 1
1016 DATA  1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 5, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1
1017 DATA  1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,51, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1
1018 DATA  1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 5, 0, 0, 1, 0, 5, 0, 0, 1, 0, 0, 0, 1
1019 DATA  1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0,38, 2, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1
1020 DATA  1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1
1021 DATA  1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
